member_no,ffp_date,load_time,flight_count,sum_yr_1,sum_yr_2,seg_km_sum,last_to_end,avg_discount
19024,2006/10/23,2014/3/31,5,2449,627,5182,289,0.608707063
6591,2013/2/28,2014/3/31,4,0,2750,8520,203,0.370224178
12981,2009/8/5,2014/3/31,3,2080,854,5110,110,0.617201566
21402,2008/8/9,2014/3/31,4,0,489,6294,119,0.501088338
42601,2012/7/7,2014/3/31,3,2883,0,5118,436,0.616227042
25814,2010/2/8,2014/3/31,4,1311,1570,6800,198,0.463794118
27964,2006/11/1,2014/3/31,4,2207,864,3842,350,0.820848516
39295,2008/5/17,2014/3/31,3,3025,0,4301,594,0.733178331
50547,2012/2/2,2014/3/31,2,2050,779,4570,179,0.69
30059,2008/3/6,2014/3/31,4,1780,1359,4535,345,0.695281147
39481,2008/8/23,2014/3/31,4,2610,644,3205,211,0.983800312
19646,2011/1/9,2014/3/31,9,0,4853,4154,69,0.759015407
29000,2013/3/8,2014/3/31,4,0,3165,4536,168,0.695094797
26881,2007/7/4,2014/3/31,3,2497,0,6860,481,0.459555394
8000,2012/5/22,2014/3/31,2,1271,1436,5343,147,0.589992514
24464,2012/4/1,2014/3/31,4,0,947,3882,151,0.811944874
22626,2010/9/30,2014/3/31,2,1368,1322,5342,35,0.59
30519,2008/9/8,2014/3/31,3,1472,1050,5595,1,0.563288651
8968,2009/6/5,2014/3/31,6,3234,0,5730,380,0.55
61428,2013/3/18,2014/3/31,3,0,2805,5730,156,0.55
27384,2012/1/1,2014/3/31,3,0,2737,5844,44,0.539267625
28443,2010/6/29,2014/3/31,4,3017,0,3806,643,0.827890173
44414,2011/1/1,2014/3/31,6,0,,4530,148,0.695401766
18120,2006/3/9,2014/3/31,8,0,6574,4735,91,0.665155227
42992,2012/8/21,2014/3/31,5,552,2526,4314,50,0.730057951
21909,2010/11/7,2014/3/31,4,560,2627,3848,191,0.818440748
720,2006/6/22,2014/3/31,3,0,2858,3669,76,0.858345598
43121,2012/10/29,2014/3/31,4,1358,354,4318,93,0.729328393
32464,2011/11/8,2014/3/31,4,1383,856,4605,289,0.683854506
10447,2010/11/10,2014/3/31,3,0,2742,6784,116,0.464150943
48347,2008/5/26,2014/3/31,4,0,1017,4314,164,0.729856282
15943,2012/7/27,2014/3/31,4,1190,2081,4694,1,0.670762676
40119,2010/3/1,2014/3/31,5,263,1888,6506,86,0.483940978
20808,2007/8/8,2014/3/31,3,0,2843,5486,131,0.573900838
62371,2011/3/3,2014/3/31,6,0,1412,5240,226,0.600814885
21760,2009/6/26,2014/3/31,5,0,3383,4563,14,0.689776463
25661,2013/3/21,2014/3/31,4,595,2448,3824,22,0.823077929
46041,2006/11/26,2014/3/31,4,1530,1354,4968,138,0.633510467
104,2010/11/19,2014/3/31,2,1020,1700,3934,317,0.8
6180,2011/12/16,2014/3/31,2,2720,0,3934,466,0.8
16457,2013/1/31,2014/3/31,2,2720,0,3934,424,0.8
18138,2011/11/24,2014/3/31,2,2720,0,3934,684,0.8
22489,2009/12/10,2014/3/31,4,2720,0,7868,495,0.4
27766,2006/6/8,2014/3/31,2,0,2720,3934,308,0.8
31683,2010/11/10,2014/3/31,2,0,2720,3934,73,0.8
31686,2011/9/18,2014/3/31,4,1530,600,5496,278,0.572634643
1346,2009/11/24,2014/3/31,5,680,2257,7205,55,0.436803609
6314,2012/4/2,2014/3/31,4,3170,0,4377,402,0.718985607
50804,2011/10/23,2014/3/31,2,0,2910,4196,265,0.75
18176,2010/4/5,2014/3/31,8,0,3185,7680,3,0.40975
29383,2005/11/15,2014/3/31,4,2615,672,5118,210,0.614849551
52613,2009/5/8,2014/3/31,3,0,2542,5391,95,0.583667223
61911,2012/3/13,2014/3/31,6,1445,2456,4286,127,0.734115726
17475,2010/12/27,2014/3/31,3,0,2599,3397,101,0.926231969
8219,2010/10/2,2014/3/31,3,2487,0,4290,420,0.733333333
8274,2010/7/4,2014/3/31,2,3360,0,3146,594,1
57045,2008/4/18,2014/3/31,2,3360,0,3146,598,1
1149,2007/4/11,2014/3/31,5,0,3197,5531,5,0.568756102
33582,2012/8/20,2014/3/31,2,0,1615,4615,243,0.68152546
56106,2004/12/11,2014/3/31,3,893,1763,4482,22,0.70173137
33838,2012/9/8,2014/3/31,5,2062,992,3453,188,0.910836953
46978,2013/1/9,2014/3/31,2,1680,736,7061,78,0.445370344
7625,2009/11/28,2014/3/31,4,960,1965,4093,131,0.768214024
23680,2011/5/19,2014/3/31,3,1238,1859,4322,70,0.727487274
38653,2007/10/17,2014/3/31,2,2852,0,3275,373,0.960061069
55395,2009/1/16,2014/3/31,4,3060,0,4521,618,0.695454545
48601,2008/8/11,2014/3/31,4,0,2573,8344,18,0.376802493
56936,2007/11/26,2014/3/31,2,375,0,2594,403,1.212027756
49237,2009/12/25,2014/3/31,2,3346,0,2151,718,1.461506276
32534,2011/8/21,2014/3/31,4,2342,462,5181,364,0.606697549
46061,2006/12/31,2014/3/31,2,0,2200,4198,66,0.748723202
27537,2012/11/27,2014/3/31,4,1992,1448,6062,180,0.518465853
46572,2011/3/23,2014/3/31,6,2419,930,5238,340,0.6
48968,2009/2/9,2014/3/31,4,0,2976,4852,30,0.647710223
54625,2006/1/9,2014/3/31,2,0,2836,3851,49,0.816065957
17607,2005/11/25,2014/3/31,3,1358,1502,5967,128,0.526666667
19719,2011/8/26,2014/3/31,6,3475,0,3824,401,0.821796548
1380,2010/3/21,2014/3/31,5,1899,607,5365,221,0.585701771
13138,2011/9/9,2014/3/31,6,10484,540,3258,330,0.964395335
40513,2010/7/9,2014/3/31,3,2964,0,4591,430,0.684360706
3842,2009/8/19,2014/3/31,5,2464,334,4940,298,0.636
60847,2012/8/5,2014/3/31,5,1825,1302,5578,225,0.563174973
34865,2011/6/3,2014/3/31,3,2172,513,6604,333,0.475666263
62093,2012/2/16,2014/3/31,4,0,2986,4040,67,0.7775
24413,2012/3/17,2014/3/31,3,0,1609,4204,4,0.747143197
51837,2012/9/2,2014/3/31,4,2676,0,4737,558,0.662951235
6313,2012/4/20,2014/3/31,3,0,2472,8609,174,0.36477175
9550,2006/2/20,2014/3/31,4,1360,1352,4881,173,0.643345626
5778,2012/9/4,2014/3/31,5,1718,1210,5886,323,0.533486239
11210,2005/6/25,2014/3/31,4,0,2632,3155,150,0.995251981
9492,2005/12/10,2014/3/31,4,2552,483,4250,364,0.738823529
58252,2009/7/31,2014/3/31,5,3243,0,4550,518,0.69
36987,2006/12/6,2014/3/31,3,0,2976,5537,60,0.566978508
19889,2012/7/24,2014/3/31,3,2609,508,3945,201,0.795779468
39309,2008/6/7,2014/3/31,7,0,3627,4565,5,0.687684556
56948,2007/12/16,2014/3/31,3,0,2735,5135,103,0.61134372
10829,2012/11/13,2014/3/31,2,0,2702,4940,235,0.635453441
23502,2011/6/8,2014/3/31,4,0,2769,4940,68,0.635425101
7723,2010/6/11,2014/3/31,5,2059,0,3822,422,0.821193093
59200,2011/5/18,2014/3/31,3,3024,0,4005,508,0.783670412
47445,2005/10/19,2014/3/31,4,3918,742,4124,253,0.761006305
34038,2012/11/20,2014/3/31,6,2510,526,7220,311,0.434639889
40419,2010/8/23,2014/3/31,4,0,3383,3652,131,0.85927437
23750,2011/8/27,2014/3/31,3,1513,1113,4338,240,0.723333333
39199,2008/5/8,2014/3/31,3,1080,1934,3373,45,0.93026979
30485,2008/10/2,2014/3/31,3,990,0,4191,471,0.748663803
38409,2007/10/25,2014/3/31,4,0,742,4265,14,0.73561313
17224,2011/1/9,2014/3/31,5,0,1973,3930,221,0.798239186
52097,2012/11/30,2014/3/31,2,1315,985,6332,135,0.495388503
15556,2012/9/24,2014/3/31,4,1471,1564,3815,215,0.822159895
60394,2012/6/29,2014/3/31,4,540,2413,4433,116,0.707523122
16596,2013/1/1,2014/3/31,2,1495,1150,5454,356,0.575
22344,2009/11/9,2014/3/31,3,,0,3136,581,1
25637,2013/3/24,2014/3/31,3,1278,603,8083,344,0.387974762
46154,2007/3/22,2014/3/31,3,2638,0,5411,493,0.579560155
14445,2012/6/10,2014/3/31,5,1948,1633,3422,139,0.9164173
6009,2013/1/11,2014/3/31,4,3174,0,6166,424,0.508579306
14483,2012/4/19,2014/3/31,5,2740,0,3454,705,0.907874928
19685,2011/6/20,2014/3/31,3,2061,464,5536,240,0.566412572
4258,2009/9/25,2014/3/31,3,0,2142,4420,245,0.709337104
43573,2013/2/19,2014/3/31,2,1400,1250,4644,231,0.675
23202,2011/9/11,2014/3/31,6,2464,1321,5118,198,0.612420868
29473,2007/5/27,2014/3/31,7,3138,1139,3785,44,0.828095112
16116,2012/10/7,2014/3/31,4,554,1050,4807,296,0.65201373
59963,2012/4/14,2014/3/31,4,1192,1680,3224,345,0.972146402
21735,2009/9/24,2014/3/31,5,0,3180,4148,39,0.755578592
25977,2010/9/18,2014/3/31,3,0,553,4553,217,0.688354931
60787,2012/8/20,2014/3/31,2,2730,0,3491,499,0.897751361
8041,2013/1/23,2014/3/31,3,1865,645,6494,3,0.482602402
38437,2007/5/26,2014/3/31,3,0,1890,5455,322,0.57451879
18319,2011/1/13,2014/3/31,3,2923,0,3884,493,0.806874356
6653,2012/7/5,2014/3/31,2,1692,0,3482,624,0.9
15754,2012/7/4,2014/3/31,2,1692,0,3482,624,0.9
60715,2012/7/5,2014/3/31,2,1692,0,3482,624,0.9
577,2006/1/10,2014/3/31,3,1190,1704,4895,337,0.640183861
51329,2012/4/6,2014/3/31,7,1453,1629,7223,7,0.433815589
59603,2011/11/9,2014/3/31,4,710,1817,3972,26,0.788859517
5280,2011/3/23,2014/3/31,4,2100,1616,3229,275,0.970294209
15555,2012/9/25,2014/3/31,3,2574,450,4281,255,0.731857043
34820,2011/1/10,2014/3/31,2,0,2326,5039,83,0.621748363
62369,2011/5/31,2014/3/31,13,0,0,5817,355,0.538550799
26817,2008/2/8,2014/3/31,2,4580,0,2547,503,1.22991755
45639,2006/1/19,2014/3/31,3,2190,0,4614,445,0.678912007
60263,2011/12/1,2014/3/31,7,1207,2635,4053,34,0.772857143
4294,2009/11/17,2014/3/31,3,435,2277,4295,95,0.729275902
3794,2009/1/3,2014/3/31,4,2942,0,4846,588,0.646326868
27392,2012/1/9,2014/3/31,2,1928,883,3775,244,0.829658278
51214,2012/2/7,2014/3/31,3,2868,0,3423,526,0.914928425
51391,2012/7/29,2014/3/31,6,990,2070,3515,350,0.890981508
45498,2012/12/18,2014/3/31,3,0,1854,5936,74,0.527533693
56574,2007/4/19,2014/3/31,3,1979,850,5486,351,0.570743711
53765,2008/4/17,2014/3/31,2,0,2809,4570,302,0.685
33963,2013/3/1,2014/3/31,4,730,2543,3650,118,0.85740274
36015,2006/2/8,2014/3/31,5,1475,1947,5395,49,0.58
27184,2010/11/25,2014/3/31,6,2100,1897,3288,47,0.951666667
53802,2008/7/11,2014/3/31,3,1190,653,3901,215,0.802122533
36118,2010/11/29,2014/3/31,6,2024,944,7882,48,0.396960162
13268,2009/9/29,2014/3/31,6,1749,1955,4247,27,0.736691782
33214,2012/4/12,2014/3/31,2,1225,1166,3989,130,0.784339433
37937,2013/2/27,2014/3/31,3,0,2965,4370,4,0.715940503
21250,2008/6/8,2014/3/31,8,0,5031,3632,160,0.86125
618,2006/3/10,2014/3/31,3,0,2480,5928,117,0.527604588
4862,2010/9/15,2014/3/31,2,0,2703,3934,231,0.795
28290,2007/9/26,2014/3/31,2,0,2703,3934,258,0.795
46033,2007/1/10,2014/3/31,4,2925,0,5560,614,0.5625
55942,2012/11/26,2014/3/31,4,1300,1625,5560,167,0.5625
59298,2011/7/27,2014/3/31,3,2588,0,5820,495,0.537302405
54363,2011/12/12,2014/3/31,5,2236,810,6539,360,0.478131213
58674,2010/6/12,2014/3/31,4,1190,714,7171,319,0.435971273
6376,2012/3/15,2014/3/31,4,3127,0,3676,445,0.850462459
32704,2011/8/2,2014/3/31,5,1728,1426,5799,193,0.539110191
40261,2009/8/31,2014/3/31,4,1280,1778,5232,31,0.5975
18198,2010/9/9,2014/3/31,2,2732,0,4279,426,0.73056789
21546,2008/7/26,2014/3/31,3,917,1944,4897,176,0.638368389
49376,2009/11/27,2014/3/31,5,3215,0,4210,396,0.742494062
45025,2008/7/17,2014/3/31,3,1567,963,9337,361,0.334780979
31069,2009/4/11,2014/3/31,6,1883,1287,4830,255,0.647070393
13733,2010/10/30,2014/3/31,3,3120,0,3125,486,1
58161,2009/7/21,2014/3/31,5,2016,1046,6430,40,0.486
33770,2012/10/12,2014/3/31,3,1630,686,4445,160,0.703023622
41470,2011/6/4,2014/3/31,3,1356,1479,4323,72,0.722852186
52606,2010/4/4,2014/3/31,6,2247,1183,3824,2,0.817105126
49831,2010/12/28,2014/3/31,6,1794,1444,4220,84,0.740322275
9467,2013/3/9,2014/3/31,5,0,1607,4289,14,0.728384239
27254,2011/1/13,2014/3/31,3,2619,0,6942,429,0.45
22154,2012/4/13,2014/3/31,5,730,2509,3842,66,0.813019261
49421,2009/12/23,2014/3/31,5,3076,0,7143,463,0.437260255
40027,2010/12/28,2014/3/31,2,0,2400,3904,345,0.8
60239,2012/1/15,2014/3/31,2,2320,0,3904,522,0.8
61443,2013/1/30,2014/3/31,4,584,2487,4886,136,0.639209988
61917,2011/5/18,2014/3/31,4,0,3206,5680,35,0.549823944
30064,2008/3/14,2014/3/31,3,1904,1098,4417,338,0.706950419
28043,2006/11/18,2014/3/31,6,1715,392,6470,86,0.482616692
54247,2011/1/13,2014/3/31,3,0,2826,3777,67,0.8266852
46907,2012/10/2,2014/3/31,5,0,3291,3604,66,0.8663596
41868,2012/4/1,2014/3/31,7,1280,1536,6209,49,0.502857143
13045,2009/3/14,2014/3/31,6,284,0,6246,317,0.499871918
29667,2007/10/18,2014/3/31,2,2750,0,3122,583,1
55755,2012/4/1,2014/3/31,3,2176,0,4113,684,0.759008023
11615,2007/7/16,2014/3/31,2,1190,1394,4233,141,0.737472242
28431,2010/4/18,2014/3/31,4,1890,1175,5500,49,0.5675
7054,2012/10/20,2014/3/31,2,1640,1253,4137,364,0.754387237
9237,2011/8/1,2014/3/31,2,0,2869,3571,354,0.873956875
55552,2010/11/4,2014/3/31,4,1335,1732,4902,348,0.636597307
43715,2010/3/22,2014/3/31,5,3050,0,5202,516,0.599807766
27230,2011/1/13,2014/3/31,4,2000,825,4475,162,0.697240223
29350,2005/10/23,2014/3/31,2,0,2710,4501,72,0.693085981
49341,2009/9/18,2014/3/31,5,419,2860,5470,207,0.570228519
56217,2005/4/11,2014/3/31,3,350,2277,4209,254,0.741054882
14126,2012/1/11,2014/3/31,3,2540,0,8148,218,0.382793324
36271,2011/9/14,2014/3/31,2,2540,0,6238,428,0.5
54157,2010/11/17,2014/3/31,2,2540,0,6238,422,0.5
4187,2009/8/22,2014/3/31,3,408,2592,5085,45,0.613333333
31971,2010/12/14,2014/3/31,3,0,2226,3350,221,0.930937313
60943,2012/8/17,2014/3/31,3,2051,1940,3359,310,0.928431081
56176,2005/3/10,2014/3/31,6,1994,1473,6439,199,0.484315888
16856,2011/5/29,2014/3/31,4,0,640,4427,292,0.704355094
24366,2012/6/14,2014/3/31,4,1344,686,4940,264,0.631194332
29464,2007/5/1,2014/3/31,6,1869,1058,5967,68,0.522471929
30593,2009/2/24,2014/3/31,3,587,2264,4575,344,0.681377049
27627,2005/10/3,2014/3/31,5,2573,711,5316,347,0.586314898
37535,2011/3/21,2014/3/31,6,0,0,6255,166,0.498292566
8598,2006/11/2,2014/3/31,4,0,1365,5420,6,0.575
46601,2011/6/10,2014/3/31,3,,0,4065,674,0.766666667
3181,2008/5/7,2014/3/31,2,0,2730,3575,16,0.87168951
5360,2011/8/29,2014/3/31,2,2813,0,4986,470,0.625
19428,2007/11/21,2014/3/31,2,1575,1238,4986,339,0.625
21398,2008/6/18,2014/3/31,2,0,2813,4986,14,0.625
60805,2012/10/12,2014/3/31,7,2364,861,7105,11,0.438571429
42019,2011/10/26,2014/3/31,3,0,2692,4479,43,0.695670909
52409,2013/3/13,2014/3/31,2,2230,2750,3462,335,0.9
12526,2009/7/6,2014/3/31,4,279,2575,5441,113,0.57264841
52681,2010/3/26,2014/3/31,3,2385,605,5175,129,0.602083092
5485,2011/9/1,2014/3/31,3,1400,1225,6231,311,0.5
15741,2012/7/13,2014/3/31,2,2625,0,4154,624,0.75
16458,2013/2/15,2014/3/31,2,2625,0,4154,400,0.75
18377,2011/5/31,2014/3/31,2,0,2625,4154,330,0.75
23386,2011/6/22,2014/3/31,2,2625,0,4154,695,0.75
51683,2012/7/13,2014/3/31,2,2625,0,4154,624,0.75
37011,2007/1/13,2014/3/31,3,0,3070,4320,9,0.721166667
20515,2007/4/20,2014/3/31,3,3141,0,3377,475,0.922445958
23697,2011/11/14,2014/3/31,4,1728,1373,4496,111,0.692780249
41395,2012/12/13,2014/3/31,3,0,2210,5704,96,0.546060659
21190,2008/5/22,2014/3/31,6,3061,0,7690,378,0.404973992
25731,2009/3/14,2014/3/31,2,0,,3385,228,0.92
32925,2011/10/12,2014/3/31,3,2988,0,3443,525,0.904501888
42871,2012/9/13,2014/3/31,3,1136,1895,3536,233,0.880701357
24783,2012/7/21,2014/3/31,5,2414,880,4534,99,0.686810763
36642,2006/4/16,2014/3/31,6,438,3538,4974,86,0.626025332
50792,2012/1/20,2014/3/31,4,690,2347,5042,66,0.617550575
31311,2009/12/3,2014/3/31,5,960,0,5452,215,0.57108584
19498,2009/9/9,2014/3/31,5,552,2551,4161,119,0.748050949
37176,2007/5/29,2014/3/31,3,1215,644,2784,244,1.118024425
6466,2012/8/22,2014/3/31,4,2034,0,4727,375,0.658451449
13826,2010/5/20,2014/3/31,6,987,2228,5460,12,0.57
26795,2008/3/2,2014/3/31,2,0,2412,6840,30,0.455
41874,2011/10/15,2014/3/31,4,1501,1560,3192,338,0.974906015
15600,2012/6/11,2014/3/31,4,1710,1368,4378,340,0.710781179
51553,2012/5/13,2014/3/31,4,2038,882,5360,117,0.580537313
347,2012/3/1,2014/3/31,4,0,3296,2844,75,1.094015471
18620,2013/2/2,2014/3/31,4,826,2305,4311,42,0.721588958
27068,2008/4/23,2014/3/31,2,0,2217,3393,168,0.916752137
47670,2007/9/4,2014/3/31,2,2863,0,4348,490,0.715386385
34334,2013/2/27,2014/3/31,3,1824,1050,3969,254,0.783648274
39948,2009/4/29,2014/3/31,4,1292,1178,4776,114,0.65120603
839,2006/9/22,2014/3/31,4,1682,1512,5004,359,0.62146283
31339,2010/9/16,2014/3/31,4,692,0,5233,615,0.594267151
33998,2012/11/8,2014/3/31,4,0,3166,3491,251,0.890799198
35597,2007/8/3,2014/3/31,5,2681,487,4253,2,0.731123913
35351,2011/4/14,2014/3/31,9,615,1064,7511,113,0.413984822
61248,2013/3/16,2014/3/31,3,0,1930,8085,286,0.384568955
14325,2011/10/26,2014/3/31,2,1062,1730,3228,355,0.963166047
29278,2005/8/7,2014/3/31,2,2050,840,3109,333,1
30224,2008/5/31,2014/3/31,3,1904,1152,3804,344,0.817192429
38999,2008/2/27,2014/3/31,4,1664,686,5489,149,0.566254327
50187,2011/4/24,2014/3/31,2,0,2777,3357,27,0.925859398
24566,2012/5/26,2014/3/31,2,1700,986,3934,225,0.79
59163,2011/2/19,2014/3/31,4,1360,1326,7868,86,0.395
50877,2011/9/25,2014/3/31,3,3117,0,3640,415,0.853791209
56825,2007/11/16,2014/3/31,3,1400,640,6223,139,0.499386148
12681,2008/10/25,2014/3/31,2,2610,0,3523,499,0.882089129
60947,2012/10/29,2014/3/31,3,465,2261,5152,165,0.603179348
48921,2008/11/23,2014/3/31,2,1750,0,3451,167,0.900463634
16801,2010/1/27,2014/3/31,3,0,1083,4824,66,0.644054726
61013,2013/1/22,2014/3/31,5,183,2836,5491,96,0.565769441
49762,2010/11/6,2014/3/31,2,0,2323,5178,149,0.599930475
11144,2005/5/1,2014/3/31,3,3043,0,4403,573,0.705450829
51116,2012/1/25,2014/3/31,2,2980,0,3106,638,1
52399,2013/2/16,2014/3/31,4,968,1712,5092,53,0.60994894
10051,2007/3/2,2014/3/31,5,3643,0,4472,394,0.694499106
34697,2009/8/5,2014/3/31,6,3376,0,3909,566,0.794512663
45544,2013/3/2,2014/3/31,3,0,2834,4090,15,0.759290954
14986,2012/8/14,2014/3/31,5,1971,1456,3280,75,0.946780488
41949,2011/12/24,2014/3/31,2,0,3300,4313,91,0.72
28399,2010/2/15,2014/3/31,5,1575,1582,6040,179,0.514114238
29148,2005/4/15,2014/3/31,2,4620,0,3539,714,0.877437129
14422,2011/7/15,2014/3/31,2,0,2500,4436,359,0.7
44749,2007/10/1,2014/3/31,4,2234,0,6042,268,0.513904336
5923,2012/2/8,2014/3/31,3,3105,0,2070,537,1.5
16511,2013/3/30,2014/3/31,5,787,2125,5885,97,0.527609176
2799,2008/1/15,2014/3/31,2,0,3075,3469,4,0.895010089
3991,2010/1/1,2014/3/31,3,0,2901,5281,1,0.587915168
43890,2010/11/14,2014/3/31,4,0,710,4187,62,0.741454502
30676,2009/4/3,2014/3/31,3,1653,1343,3974,178,0.78118772
57160,2008/4/4,2014/3/31,2,0,2672,4329,220,0.717100947
31951,2011/10/10,2014/3/31,2,1812,0,5644,660,0.55
56311,2005/6/22,2014/3/31,3,510,2376,4036,35,0.769048563
21685,2009/2/23,2014/3/31,2,1200,1276,4726,117,0.65676259
4111,2009/8/19,2014/3/31,3,2904,0,4969,541,0.624602536
60049,2012/2/6,2014/3/31,2,3110,0,3762,452,0.825
41976,2011/10/18,2014/3/31,5,0,3343,5415,17,0.573135734
57151,2008/3/25,2014/3/31,3,0,812,4370,234,0.710173913
36390,2012/6/26,2014/3/31,3,0,2996,3456,16,0.897977431
56412,2005/10/20,2014/3/31,3,0,476,4418,138,0.702430964
34945,2011/9/20,2014/3/31,2,0,2783,3359,142,0.923864245
43510,2013/1/31,2014/3/31,5,2016,1299,3729,54,0.832148029
5135,2011/5/9,2014/3/31,2,3654,0,3103,649,1
9555,2006/2/25,2014/3/31,4,960,2169,3402,73,0.912051734
54972,2006/10/31,2014/3/31,2,0,2816,3878,344,0.8
15607,2012/7/20,2014/3/31,4,1255,1642,5033,362,0.616362011
460,2012/11/20,2014/3/31,2,846,1586,5099,339,0.608266327
3453,2009/7/1,2014/3/31,6,1024,2113,6726,23,0.461074933
1599,2011/11/28,2014/3/31,3,0,2711,4493,151,0.690220343
17525,2011/6/13,2014/3/31,3,0,2290,4649,321,0.667046677
61721,2010/5/14,2014/3/31,2,1269,1550,3814,90,0.813078133
21968,2009/7/30,2014/3/31,4,1910,568,3560,93,0.871073034
15144,2011/11/8,2014/3/31,2,1890,0,3101,430,1
37707,2012/4/24,2014/3/31,2,0,2300,4633,52,0.669309303
44450,2011/5/8,2014/3/31,2,2768,0,3876,664,0.8
43213,2012/12/17,2014/3/31,2,1562,981,4937,232,0.628053474
53611,2006/3/26,2014/3/31,3,2850,0,3252,550,0.953321033
48245,2012/11/1,2014/3/31,3,1210,1322,5978,191,0.518598193
1477,2011/2/6,2014/3/31,5,2048,986,6540,113,0.474
37013,2007/1/18,2014/3/31,6,873,2040,6511,24,0.476108125
22368,2010/2/9,2014/3/31,5,1566,1280,9797,90,0.316385628
42773,2012/11/7,2014/3/31,2,875,0,3451,309,0.898145465
17088,2013/3/16,2014/3/31,2,2945,0,2369,376,1.308231321
24503,2012/5/3,2014/3/31,2,3685,0,3539,508,0.875487426
33803,2012/10/14,2014/3/31,4,3822,0,3098,521,1
46263,2007/6/13,2014/3/31,4,0,3021,5927,57,0.522598279
50761,2011/7/11,2014/3/31,3,0,2971,4000,175,0.7743425
44611,2006/4/17,2014/3/31,3,975,736,4060,261,0.762802956
7108,2013/1/20,2014/3/31,3,1734,1166,3714,165,0.833858374
27598,2013/3/20,2014/3/31,5,0,1978,4459,10,0.694521193
27412,2012/3/13,2014/3/31,2,0,2707,4692,157,0.66
59210,2012/3/20,2014/3/31,3,1263,1436,4172,68,0.742250719
28181,2007/4/19,2014/3/31,5,1968,1245,4223,283,0.733234667
27286,2011/2/8,2014/3/31,4,1302,900,5650,59,0.547985841
12717,2008/10/23,2014/3/31,3,0,2829,5164,182,0.599548799
29061,2004/12/27,2014/3/31,5,3072,0,6450,478,0.48
34329,2013/1/18,2014/3/31,3,0,2400,2519,288,1.229023422
1611,2012/1/2,2014/3/31,5,1103,2101,5075,73,0.61
34721,2010/4/18,2014/3/31,4,2375,486,5555,31,0.557170117
32347,2011/9/10,2014/3/31,5,1134,2129,5975,46,0.518
21039,2008/2/19,2014/3/31,2,1940,840,4175,79,0.741307784
15032,2012/3/3,2014/3/31,6,1260,1779,5302,17,0.583689174
25092,2012/11/23,2014/3/31,5,2008,1014,5461,87,0.566626991
49651,2010/8/19,2014/3/31,3,1800,0,6402,646,0.483333333
30247,2008/6/8,2014/3/31,3,0,2906,5408,49,0.572163462
42568,2012/5/31,2014/3/31,5,1930,0,8075,472,0.383188854
352,2012/3/6,2014/3/31,2,2773,0,3951,473,0.783105543
11301,2005/9/1,2014/3/31,5,2409,630,5108,223,0.605706735
6577,2012/8/19,2014/3/31,4,490,1957,5844,36,0.52940794
9428,2012/12/11,2014/3/31,3,960,1810,4624,27,0.669013841
53770,2008/4/13,2014/3/31,6,2680,510,4038,361,0.766072313
4894,2011/6/25,2014/3/31,5,1132,0,5454,439,0.567161716
24477,2012/3/30,2014/3/31,6,1836,1379,7344,52,0.421166939
55024,2006/12/18,2014/3/31,2,700,1647,5977,281,0.517450226
52773,2010/4/17,2014/3/31,2,2576,0,4939,559,0.626118647
28975,2013/2/25,2014/3/31,3,0,2814,5556,121,0.556576674
6441,2012/5/14,2014/3/31,2,2410,0,3215,300,0.961713841
42186,2012/2/24,2014/3/31,4,1270,1418,6528,30,0.473632047
1406,2010/7/13,2014/3/31,4,,0,5496,401,0.5625
10202,2007/5/14,2014/3/31,7,877,2555,4631,256,0.667559922
44476,2011/10/12,2014/3/31,2,0,1777,3812,203,0.810973242
33019,2012/10/21,2014/3/31,3,1020,907,5291,191,0.584243054
8245,2010/3/19,2014/3/31,4,425,1179,6988,119,0.442358329
53793,2007/7/11,2014/3/31,2,0,2292,5152,327,0.6
55009,2006/7/1,2014/3/31,8,0,3469,6273,51,0.492775387
2671,2007/9/10,2014/3/31,5,3095,0,5255,472,0.588230257
22333,2010/9/4,2014/3/31,4,792,1447,4277,151,0.722723872
10818,2012/11/2,2014/3/31,3,1596,1000,5126,265,0.602988685
24444,2012/3/16,2014/3/31,3,0,2749,5532,197,0.558720174
60030,2012/3/16,2014/3/31,3,1160,1573,4100,198,0.753802439
29333,2005/10/13,2014/3/31,4,1670,1330,5666,218,0.545450053
60264,2011/11/28,2014/3/31,5,3050,0,4124,469,0.749393792
15612,2012/5/9,2014/3/31,3,2956,0,4173,688,0.740534388
12288,2008/8/20,2014/3/31,4,2871,0,4869,439,0.634637503
27650,2006/1/16,2014/3/31,5,787,2286,5926,11,0.521420857
11235,2005/7/12,2014/3/31,3,2210,653,4513,251,0.684639929
21033,2007/12/28,2014/3/31,3,0,2902,3409,52,0.906324435
44213,2013/1/1,2014/3/31,4,0,2885,4141,93,0.746097561
2285,2005/8/16,2014/3/31,4,1847,1178,4971,165,0.621456447
38304,2005/10/16,2014/3/31,4,0,1251,4306,233,0.717322341
1092,2007/3/23,2014/3/31,9,1241,3323,5043,30,0.612425144
43571,2013/3/10,2014/3/31,2,1560,1000,4644,118,0.665
40214,2009/8/10,2014/3/31,2,0,2669,3934,81,0.785
41888,2012/8/22,2014/3/31,2,1360,1309,3934,115,0.785
14185,2012/1/27,2014/3/31,3,0,3290,5152,188,0.599382764
48187,2008/4/25,2014/3/31,3,730,2641,3317,130,0.930949653
20196,2005/2/20,2014/3/31,3,2176,858,3906,50,0.790552995
